family	cluster_id	count_in_family	n_in	p_in	count_outside_family	n_out	p_out	raw_names	evidence_subjects
PICI	FUNC:single_stranded	1	65	0.0154	0	74	0.0000	single-stranded DNA-binding protein, partial	WP_396039754.1 single-stranded DNA-binding protein, partial
PICI	FUNC:sir2	1	65	0.0154	0	74	0.0000	SIR2 family protein	WP_181672503.1 SIR2 family protein
PICI	FUNC:sorbitol_6_phosphate_dehydrogenase	1	65	0.0154	0	74	0.0000	sorbitol-6-phosphate dehydrogenase	WP_195691216.1 sorbitol-6-phosphate dehydrogenase
PICI	FUNC:ssDNA_binding	1	65	0.0154	8	74	0.1081	single-stranded DNA-binding protein	WP_000126663.1 single-stranded DNA-binding protein | WP_000126668.1 single-stranded DNA-binding protein | WP_000126677.1 single-stranded DNA-binding protein | WP_000126683.1 single-stranded DNA-binding protein | WP_000126697.1 single-stranded DNA-binding protein | WP_001576606.1 single-stranded DNA-binding protein | WP_074434942.1 single-stranded DNA-binding protein | WP_136753079.1 single-stranded DNA-binding protein
PICI	FUNC:staphylococcal_enterotoxin_k	1	65	0.0154	0	74	0.0000	staphylococcal enterotoxin type K	WP_000734020.1 staphylococcal enterotoxin type K
PICI	FUNC:tail	1	65	0.0154	13	74	0.1757	phage tail protein	WP_240179230.1 phage tail protein | WP_258962921.1 phage tail protein
PICI	FUNC:tail_tape_measure	1	65	0.0154	0	74	0.0000	phage tail tape measure protein	WP_129754222.1 phage tail tape measure protein
PICI	FUNC:terminase_large	1	65	0.0154	30	74	0.4054	terminase large subunit	WP_000127874.1 terminase large subunit | WP_000127880.1 terminase large subunit | WP_000127891.1 terminase large subunit | WP_000127893.1 terminase large subunit | WP_000127897.1 terminase large subunit | WP_001576610.1 terminase large subunit | WP_014570232.1 terminase large subunit | WP_021292931.1 terminase large subunit | WP_025315443.1 terminase large subunit | WP_031914421.1 terminase large subunit | WP_032326831.1 terminase large subunit | WP_038679608.1 terminase large subunit | WP_045517675.1 terminase large subunit | WP_048253837.1 terminase large subunit | WP_048618022.1 terminase large subunit | WP_049409526.1 terminase large subunit | WP_053017510.1 terminase large subunit | WP_074434940.1 terminase large subunit | WP_086392326.1 terminase large subunit | WP_095370788.1 terminase large subunit | WP_101999632.1 terminase large subunit | WP_103170272.1 terminase large subunit | WP_103301586.1 terminase large subunit | WP_107642694.1 terminase large subunit | WP_128875153.1 terminase large subunit | WP_135023961.1 terminase large subunit | WP_181597176.1 terminase large subunit | WP_198051934.1 terminase large subunit | WP_225230786.1 terminase large subunit | WP_232159793.1 terminase large subunit | WP_334325051.1 terminase large subunit
PICI	FUNC:terminase_small	4	65	0.0615	0	74	0.0000	terminase small subunit	WP_001229487.1 terminase small subunit | WP_001229488.1 terminase small subunit | WP_011677046.1 terminase small subunit | WP_129531119.1 terminase small subunit
PICI	FUNC:tigr02328	1	65	0.0154	0	74	0.0000	TIGR02328 family protein	WP_012898676.1 TIGR02328 family protein
PICI	FUNC:toprim_and_duf927	5	65	0.0769	0	74	0.0000	TOPRIM and DUF927 domain-containing protein	WP_011094290.1 TOPRIM and DUF927 domain-containing protein | WP_013319149.1 TOPRIM and DUF927 domain-containing protein | WP_014914997.1 TOPRIM and DUF927 domain-containing protein | WP_038666379.1 TOPRIM and DUF927 domain-containing protein | WP_060682965.1 TOPRIM and DUF927 domain-containing protein
PICI	FUNC:tpm	2	65	0.0308	0	74	0.0000	TPM domain-containing protein | TPM domain-containing protein, partial	WP_044861889.1 TPM domain-containing protein | WP_097437629.1 TPM domain-containing protein, partial
PICI	FUNC:transcription_regulator	1	65	0.0154	0	74	0.0000	transcriptional regulator	WP_084930650.1 transcriptional regulator
PICI	FUNC:transcriptional_regulator	1	65	0.0154	0	74	0.0000	putative transcriptional regulator, partial	WP_305228673.1 putative transcriptional regulator, partial
PICI	FUNC:transcriptional_regulator_gutm	1	65	0.0154	0	74	0.0000	transcriptional regulator GutM	WP_097301955.1 transcriptional regulator GutM
PICI	FUNC:two_component_sensor_histidine_kinase_bara	1	65	0.0154	0	74	0.0000	two-component sensor histidine kinase BarA	WP_366947478.1 two-component sensor histidine kinase BarA
PICI	FUNC:tyrosine_recombinase_integrase	1	65	0.0154	2	74	0.0270	tyrosine-type recombinase/integrase, partial	WP_176492443.1 tyrosine-type recombinase/integrase, partial | WP_259769405.1 tyrosine-type recombinase/integrase, partial | WP_283672163.1 tyrosine-type recombinase/integrase, partial
PICI	FUNC:virulence_associated_e	4	65	0.0615	2	74	0.0270	virulence-associated E family protein	WP_010707095.1 virulence-associated E family protein | WP_010774837.1 virulence-associated E family protein | WP_014570228.1 virulence-associated E family protein | WP_016634820.1 virulence-associated E family protein | WP_103360823.1 virulence-associated E family protein | WP_154231037.1 virulence-associated E family protein
PICI	FUNC:xre_transcriptional_regulator	3	65	0.0462	0	74	0.0000	XRE family transcriptional regulator	WP_000052018.1 XRE family transcriptional regulator | WP_050274052.1 XRE family transcriptional regulator
PICI	FUNC:ylci_ynfo	2	65	0.0308	2	74	0.0270	YlcI/YnfO family protein	WP_000179576.1 YlcI/YnfO family protein | WP_000190558.1 YlcI/YnfO family protein | WP_001388953.1 YlcI/YnfO family protein | WP_181597174.1 YlcI/YnfO family protein
PICI	FUNC:zinc_ribbon	3	65	0.0462	0	74	0.0000	zinc ribbon domain-containing protein	WP_000666926.1 zinc ribbon domain-containing protein
PICI	HYP:WP_000006073.1	1	65	0.0154	0	74	0.0000	MULTISPECIES: hypothetical protein	WP_000006073.1 MULTISPECIES: hypothetical protein
PICI	HYP:WP_000006074.1	1	65	0.0154	0	74	0.0000	hypothetical protein	WP_000006074.1 hypothetical protein
PICI	HYP:WP_000076671.1	3	65	0.0462	0	74	0.0000	MULTISPECIES: hypothetical protein	WP_000076671.1 MULTISPECIES: hypothetical protein
PICI	HYP:WP_000120512.1	1	65	0.0154	0	74	0.0000	hypothetical protein	WP_000120512.1 hypothetical protein
PICI	HYP:WP_000120514.1	2	65	0.0308	0	74	0.0000	hypothetical protein	WP_000120514.1 hypothetical protein
PICI	HYP:WP_000123149.1	1	65	0.0154	0	74	0.0000	hypothetical protein	WP_000123149.1 hypothetical protein
PICI	HYP:WP_000133395.1	2	65	0.0308	0	74	0.0000	MULTISPECIES: hypothetical protein	WP_000133395.1 MULTISPECIES: hypothetical protein
PICI	HYP:WP_000133396.1	1	65	0.0154	0	74	0.0000	MULTISPECIES: hypothetical protein	WP_000133396.1 MULTISPECIES: hypothetical protein
PICI	HYP:WP_000133410.1	1	65	0.0154	0	74	0.0000	MULTISPECIES: hypothetical protein	WP_000133410.1 MULTISPECIES: hypothetical protein
PICI	HYP:WP_000133413.1	1	65	0.0154	0	74	0.0000	MULTISPECIES: hypothetical protein	WP_000133413.1 MULTISPECIES: hypothetical protein
PICI	HYP:WP_000133418.1	1	65	0.0154	0	74	0.0000	hypothetical protein	WP_000133418.1 hypothetical protein
PICI	HYP:WP_000133424.1	1	65	0.0154	0	74	0.0000	MULTISPECIES: hypothetical protein	WP_000133424.1 MULTISPECIES: hypothetical protein
PICI	HYP:WP_000133427.1	2	65	0.0308	0	74	0.0000	MULTISPECIES: hypothetical protein	WP_000133427.1 MULTISPECIES: hypothetical protein
PICI	HYP:WP_000138311.1	1	65	0.0154	0	74	0.0000	hypothetical protein	WP_000138311.1 hypothetical protein
PICI	HYP:WP_000138312.1	1	65	0.0154	0	74	0.0000	MULTISPECIES: hypothetical protein	WP_000138312.1 MULTISPECIES: hypothetical protein
PICI	HYP:WP_000141100.1	1	65	0.0154	0	74	0.0000	hypothetical protein	WP_000141100.1 hypothetical protein
PICI	HYP:WP_000141102.1	1	65	0.0154	0	74	0.0000	hypothetical protein	WP_000141102.1 hypothetical protein
PICI	HYP:WP_000144752.1	1	65	0.0154	0	74	0.0000	hypothetical protein	WP_000144752.1 hypothetical protein
PICI	HYP:WP_000159340.1	2	65	0.0308	0	74	0.0000	hypothetical protein	WP_000159340.1 hypothetical protein
PICI	HYP:WP_000162610.1	1	65	0.0154	0	74	0.0000	hypothetical protein	WP_000162610.1 hypothetical protein
PICI	HYP:WP_000173115.1	2	65	0.0308	0	74	0.0000	hypothetical protein	WP_000173115.1 hypothetical protein
PICI	HYP:WP_000173130.1	1	65	0.0154	0	74	0.0000	hypothetical protein	WP_000173130.1 hypothetical protein
PICI	HYP:WP_000174331.1	1	65	0.0154	0	74	0.0000	hypothetical protein	WP_000174331.1 hypothetical protein
PICI	HYP:WP_000186205.1	2	65	0.0308	0	74	0.0000	hypothetical protein	WP_000186205.1 hypothetical protein
PICI	HYP:WP_000192401.1	3	65	0.0462	0	74	0.0000	MULTISPECIES: hypothetical protein	WP_000192401.1 MULTISPECIES: hypothetical protein
PICI	HYP:WP_000197301.1	1	65	0.0154	0	74	0.0000	hypothetical protein	WP_000197301.1 hypothetical protein
PICI	HYP:WP_000252455.1	1	65	0.0154	0	74	0.0000	MULTISPECIES: hypothetical protein	WP_000252455.1 MULTISPECIES: hypothetical protein
PICI	HYP:WP_000255647.1	2	65	0.0308	0	74	0.0000	hypothetical protein	WP_000255647.1 hypothetical protein
PICI	HYP:WP_000332806.1	1	65	0.0154	0	74	0.0000	hypothetical protein	WP_000332806.1 hypothetical protein
PICI	HYP:WP_000336144.1	1	65	0.0154	0	74	0.0000	MULTISPECIES: hypothetical protein	WP_000336144.1 MULTISPECIES: hypothetical protein
PICI	HYP:WP_000346914.1	1	65	0.0154	0	74	0.0000	MULTISPECIES: hypothetical protein	WP_000346914.1 MULTISPECIES: hypothetical protein
PICI	HYP:WP_000391151.1	2	65	0.0308	0	74	0.0000	MULTISPECIES: hypothetical protein	WP_000391151.1 MULTISPECIES: hypothetical protein
PICI	HYP:WP_000404761.1	1	65	0.0154	0	74	0.0000	hypothetical protein	WP_000404761.1 hypothetical protein
PICI	HYP:WP_000404762.1	1	65	0.0154	0	74	0.0000	MULTISPECIES: hypothetical protein	WP_000404762.1 MULTISPECIES: hypothetical protein
PICI	HYP:WP_000426663.1	3	65	0.0462	0	74	0.0000	hypothetical protein	WP_000426663.1 hypothetical protein
PICI	HYP:WP_000432595.1	2	65	0.0308	0	74	0.0000	hypothetical protein	WP_000432595.1 hypothetical protein
PICI	HYP:WP_000438875.1	2	65	0.0308	0	74	0.0000	MULTISPECIES: hypothetical protein	WP_000438875.1 MULTISPECIES: hypothetical protein
PICI	HYP:WP_000492144.1	3	65	0.0462	0	74	0.0000	hypothetical protein	WP_000492144.1 hypothetical protein
PICI	HYP:WP_000517977.1	1	65	0.0154	0	74	0.0000	MULTISPECIES: hypothetical protein	WP_000517977.1 MULTISPECIES: hypothetical protein
PICI	HYP:WP_000549001.1	2	65	0.0308	1	74	0.0135	MULTISPECIES: hypothetical protein	WP_000549001.1 MULTISPECIES: hypothetical protein
PICI	HYP:WP_000549005.1	1	65	0.0154	0	74	0.0000	MULTISPECIES: hypothetical protein	WP_000549005.1 MULTISPECIES: hypothetical protein
PICI	HYP:WP_000551671.1	1	65	0.0154	0	74	0.0000	hypothetical protein	WP_000551671.1 hypothetical protein
PICI	HYP:WP_000551672.1	1	65	0.0154	0	74	0.0000	MULTISPECIES: hypothetical protein	WP_000551672.1 MULTISPECIES: hypothetical protein
PICI	HYP:WP_000551680.1	1	65	0.0154	0	74	0.0000	hypothetical protein	WP_000551680.1 hypothetical protein
PICI	HYP:WP_000557476.1	2	65	0.0308	0	74	0.0000	MULTISPECIES: hypothetical protein	WP_000557476.1 MULTISPECIES: hypothetical protein
PICI	HYP:WP_000557477.1	1	65	0.0154	0	74	0.0000	MULTISPECIES: hypothetical protein	WP_000557477.1 MULTISPECIES: hypothetical protein
PICI	HYP:WP_000565609.1	2	65	0.0308	0	74	0.0000	MULTISPECIES: hypothetical protein	WP_000565609.1 MULTISPECIES: hypothetical protein
PICI	HYP:WP_000565610.1	2	65	0.0308	0	74	0.0000	MULTISPECIES: hypothetical protein	WP_000565610.1 MULTISPECIES: hypothetical protein
PICI	HYP:WP_000599572.1	2	65	0.0308	0	74	0.0000	hypothetical protein	WP_000599572.1 hypothetical protein
PICI	HYP:WP_000608239.1	1	65	0.0154	0	74	0.0000	hypothetical protein	WP_000608239.1 hypothetical protein
PICI	HYP:WP_000609225.1	2	65	0.0308	3	74	0.0405	MULTISPECIES: hypothetical protein	WP_000609225.1 MULTISPECIES: hypothetical protein
PICI	HYP:WP_000622436.1	2	65	0.0308	0	74	0.0000	hypothetical protein	WP_000622436.1 hypothetical protein
PICI	HYP:WP_000644292.1	2	65	0.0308	0	74	0.0000	hypothetical protein	WP_000644292.1 hypothetical protein
PICI	HYP:WP_000706985.1	1	65	0.0154	0	74	0.0000	hypothetical protein	WP_000706985.1 hypothetical protein
PICI	HYP:WP_000706986.1	1	65	0.0154	0	74	0.0000	hypothetical protein	WP_000706986.1 hypothetical protein
PICI	HYP:WP_000796957.1	1	65	0.0154	0	74	0.0000	hypothetical protein	WP_000796957.1 hypothetical protein
PICI	HYP:WP_000796960.1	1	65	0.0154	0	74	0.0000	hypothetical protein	WP_000796960.1 hypothetical protein
PICI	HYP:WP_000796961.1	2	65	0.0308	0	74	0.0000	MULTISPECIES: hypothetical protein	WP_000796961.1 MULTISPECIES: hypothetical protein
PICI	HYP:WP_000796963.1	6	65	0.0923	0	74	0.0000	MULTISPECIES: hypothetical protein	WP_000796963.1 MULTISPECIES: hypothetical protein
PICI	HYP:WP_000811078.1	1	65	0.0154	0	74	0.0000	hypothetical protein	WP_000811078.1 hypothetical protein
PICI	HYP:WP_000824779.1	1	65	0.0154	0	74	0.0000	MULTISPECIES: hypothetical protein	WP_000824779.1 MULTISPECIES: hypothetical protein
PICI	HYP:WP_000865230.1	1	65	0.0154	0	74	0.0000	hypothetical protein	WP_000865230.1 hypothetical protein
PICI	HYP:WP_000884055.1	1	65	0.0154	0	74	0.0000	MULTISPECIES: hypothetical protein	WP_000884055.1 MULTISPECIES: hypothetical protein
PICI	HYP:WP_000920685.1	1	65	0.0154	0	74	0.0000	hypothetical protein	WP_000920685.1 hypothetical protein
PICI	HYP:WP_001003748.1	2	65	0.0308	0	74	0.0000	hypothetical protein	WP_001003748.1 hypothetical protein
PICI	HYP:WP_001003752.1	1	65	0.0154	0	74	0.0000	hypothetical protein	WP_001003752.1 hypothetical protein
PICI	HYP:WP_001030550.1	2	65	0.0308	0	74	0.0000	hypothetical protein	WP_001030550.1 hypothetical protein
PICI	HYP:WP_001060826.1	1	65	0.0154	0	74	0.0000	hypothetical protein	WP_001060826.1 hypothetical protein
PICI	HYP:WP_001060827.1	1	65	0.0154	0	74	0.0000	hypothetical protein	WP_001060827.1 hypothetical protein
PICI	HYP:WP_001063222.1	1	65	0.0154	0	74	0.0000	MULTISPECIES: hypothetical protein	WP_001063222.1 MULTISPECIES: hypothetical protein
PICI	HYP:WP_001080641.1	2	65	0.0308	0	74	0.0000	hypothetical protein	WP_001080641.1 hypothetical protein
PICI	HYP:WP_001113139.1	1	65	0.0154	0	74	0.0000	MULTISPECIES: hypothetical protein	WP_001113139.1 MULTISPECIES: hypothetical protein
PICI	HYP:WP_001113148.1	1	65	0.0154	0	74	0.0000	hypothetical protein	WP_001113148.1 hypothetical protein
PICI	HYP:WP_001124848.1	1	65	0.0154	0	74	0.0000	hypothetical protein	WP_001124848.1 hypothetical protein
PICI	HYP:WP_001132079.1	3	65	0.0462	0	74	0.0000	MULTISPECIES: hypothetical protein	WP_001132079.1 MULTISPECIES: hypothetical protein
PICI	HYP:WP_001171357.1	1	65	0.0154	0	74	0.0000	MULTISPECIES: hypothetical protein	WP_001171357.1 MULTISPECIES: hypothetical protein
PICI	HYP:WP_001186248.1	1	65	0.0154	0	74	0.0000	MULTISPECIES: hypothetical protein	WP_001186248.1 MULTISPECIES: hypothetical protein
PICI	HYP:WP_001204070.1	1	65	0.0154	0	74	0.0000	hypothetical protein	WP_001204070.1 hypothetical protein
PICI	HYP:WP_001204077.1	1	65	0.0154	0	74	0.0000	MULTISPECIES: hypothetical protein	WP_001204077.1 MULTISPECIES: hypothetical protein
PICI	HYP:WP_001204078.1	2	65	0.0308	1	74	0.0135	MULTISPECIES: hypothetical protein	WP_001204078.1 MULTISPECIES: hypothetical protein
PICI	HYP:WP_001204962.1	1	65	0.0154	0	74	0.0000	MULTISPECIES: hypothetical protein	WP_001204962.1 MULTISPECIES: hypothetical protein
PICI	HYP:WP_001204964.1	2	65	0.0308	2	74	0.0270	MULTISPECIES: hypothetical protein	WP_001204964.1 MULTISPECIES: hypothetical protein
PICI	HYP:WP_001204970.1	1	65	0.0154	0	74	0.0000	hypothetical protein	WP_001204970.1 hypothetical protein
PICI	HYP:WP_001204985.1	2	65	0.0308	0	74	0.0000	MULTISPECIES: hypothetical protein	WP_001204985.1 MULTISPECIES: hypothetical protein
PICI	HYP:WP_001205000.1	1	65	0.0154	0	74	0.0000	hypothetical protein	WP_001205000.1 hypothetical protein
PICI	HYP:WP_001227461.1	2	65	0.0308	0	74	0.0000	MULTISPECIES: hypothetical protein	WP_001227461.1 MULTISPECIES: hypothetical protein
PICI	HYP:WP_001233892.1	1	65	0.0154	0	74	0.0000	hypothetical protein	WP_001233892.1 hypothetical protein
PICI	HYP:WP_001241336.1	1	65	0.0154	0	74	0.0000	hypothetical protein	WP_001241336.1 hypothetical protein
PICI	HYP:WP_001244628.1	1	65	0.0154	0	74	0.0000	MULTISPECIES: hypothetical protein	WP_001244628.1 MULTISPECIES: hypothetical protein
PICI	HYP:WP_001251239.1	2	65	0.0308	0	74	0.0000	MULTISPECIES: hypothetical protein	WP_001251239.1 MULTISPECIES: hypothetical protein
PICI	HYP:WP_001260558.1	2	65	0.0308	0	74	0.0000	MULTISPECIES: hypothetical protein	WP_001260558.1 MULTISPECIES: hypothetical protein
PICI	HYP:WP_001263813.1	1	65	0.0154	0	74	0.0000	hypothetical protein	WP_001263813.1 hypothetical protein
PICI	HYP:WP_001342316.1	1	65	0.0154	0	74	0.0000	hypothetical protein	WP_001342316.1 hypothetical protein
PICI	HYP:WP_001372127.1	2	65	0.0308	0	74	0.0000	MULTISPECIES: hypothetical protein	WP_001372127.1 MULTISPECIES: hypothetical protein
PICI	HYP:WP_001547835.1	1	65	0.0154	0	74	0.0000	MULTISPECIES: hypothetical protein	WP_001547835.1 MULTISPECIES: hypothetical protein
PICI	HYP:WP_001557247.1	1	65	0.0154	0	74	0.0000	hypothetical protein, partial	WP_001557247.1 hypothetical protein, partial
PICI	HYP:WP_001814766.1	2	65	0.0308	0	74	0.0000	hypothetical protein	WP_001814766.1 hypothetical protein
PICI	HYP:WP_003131482.1	1	65	0.0154	0	74	0.0000	MULTISPECIES: hypothetical protein	WP_003131482.1 MULTISPECIES: hypothetical protein
PICI	HYP:WP_003131490.1	1	65	0.0154	0	74	0.0000	MULTISPECIES: hypothetical protein	WP_003131490.1 MULTISPECIES: hypothetical protein
PICI	HYP:WP_003131491.1	1	65	0.0154	0	74	0.0000	MULTISPECIES: hypothetical protein	WP_003131491.1 MULTISPECIES: hypothetical protein
PICI	HYP:WP_003132799.1	1	65	0.0154	0	74	0.0000	MULTISPECIES: hypothetical protein	WP_003132799.1 MULTISPECIES: hypothetical protein
PICI	HYP:WP_003132804.1	1	65	0.0154	0	74	0.0000	MULTISPECIES: hypothetical protein	WP_003132804.1 MULTISPECIES: hypothetical protein
PICI	HYP:WP_003132806.1	1	65	0.0154	0	74	0.0000	hypothetical protein	WP_003132806.1 hypothetical protein
PICI	HYP:WP_003132807.1	1	65	0.0154	0	74	0.0000	MULTISPECIES: hypothetical protein	WP_003132807.1 MULTISPECIES: hypothetical protein
PICI	HYP:WP_003132808.1	1	65	0.0154	0	74	0.0000	MULTISPECIES: hypothetical protein	WP_003132808.1 MULTISPECIES: hypothetical protein
PICI	HYP:WP_003132810.1	1	65	0.0154	0	74	0.0000	MULTISPECIES: hypothetical protein	WP_003132810.1 MULTISPECIES: hypothetical protein
PICI	HYP:WP_003132811.1	1	65	0.0154	0	74	0.0000	MULTISPECIES: hypothetical protein	WP_003132811.1 MULTISPECIES: hypothetical protein
PICI	HYP:WP_003132879.1	1	65	0.0154	0	74	0.0000	MULTISPECIES: hypothetical protein	WP_003132879.1 MULTISPECIES: hypothetical protein
PICI	HYP:WP_003132880.1	1	65	0.0154	0	74	0.0000	MULTISPECIES: hypothetical protein	WP_003132880.1 MULTISPECIES: hypothetical protein
PICI	HYP:WP_004150957.1	1	65	0.0154	1	74	0.0135	MULTISPECIES: hypothetical protein	WP_004150957.1 MULTISPECIES: hypothetical protein
PICI	HYP:WP_005005155.1	1	65	0.0154	2	74	0.0270	MULTISPECIES: hypothetical protein	WP_005005155.1 MULTISPECIES: hypothetical protein
PICI	HYP:WP_005577182.1	1	65	0.0154	0	74	0.0000	hypothetical protein	WP_005577182.1 hypothetical protein
PICI	HYP:WP_005577188.1	1	65	0.0154	0	74	0.0000	hypothetical protein	WP_005577188.1 hypothetical protein
PICI	HYP:WP_005577190.1	1	65	0.0154	0	74	0.0000	hypothetical protein	WP_005577190.1 hypothetical protein
PICI	HYP:WP_005577192.1	1	65	0.0154	0	74	0.0000	hypothetical protein	WP_005577192.1 hypothetical protein
PICI	HYP:WP_005701723.1	1	65	0.0154	0	74	0.0000	hypothetical protein	WP_005701723.1 hypothetical protein
PICI	HYP:WP_005701725.1	1	65	0.0154	0	74	0.0000	MULTISPECIES: hypothetical protein	WP_005701725.1 MULTISPECIES: hypothetical protein
PICI	HYP:WP_005701726.1	1	65	0.0154	0	74	0.0000	hypothetical protein	WP_005701726.1 hypothetical protein
PICI	HYP:WP_005725335.1	1	65	0.0154	0	74	0.0000	hypothetical protein	WP_005725335.1 hypothetical protein
PICI	HYP:WP_005725340.1	1	65	0.0154	0	74	0.0000	hypothetical protein	WP_005725340.1 hypothetical protein
PICI	HYP:WP_005725342.1	1	65	0.0154	0	74	0.0000	hypothetical protein	WP_005725342.1 hypothetical protein
PICI	HYP:WP_006809969.1	1	65	0.0154	0	74	0.0000	MULTISPECIES: hypothetical protein	WP_006809969.1 MULTISPECIES: hypothetical protein
PICI	HYP:WP_010707090.1	2	65	0.0308	0	74	0.0000	hypothetical protein	WP_010707090.1 hypothetical protein
PICI	HYP:WP_010707091.1	2	65	0.0308	0	74	0.0000	MULTISPECIES: hypothetical protein	WP_010707091.1 MULTISPECIES: hypothetical protein
PICI	HYP:WP_010707094.1	2	65	0.0308	0	74	0.0000	hypothetical protein	WP_010707094.1 hypothetical protein
PICI	HYP:WP_010707096.1	1	65	0.0154	0	74	0.0000	hypothetical protein	WP_010707096.1 hypothetical protein
PICI	HYP:WP_010707097.1	4	65	0.0615	0	74	0.0000	MULTISPECIES: hypothetical protein	WP_010707097.1 MULTISPECIES: hypothetical protein
PICI	HYP:WP_010707098.1	1	65	0.0154	0	74	0.0000	hypothetical protein	WP_010707098.1 hypothetical protein
PICI	HYP:WP_010707101.1	2	65	0.0308	0	74	0.0000	hypothetical protein	WP_010707101.1 hypothetical protein
PICI	HYP:WP_010707102.1	2	65	0.0308	0	74	0.0000	hypothetical protein	WP_010707102.1 hypothetical protein
PICI	HYP:WP_010707104.1	2	65	0.0308	0	74	0.0000	hypothetical protein	WP_010707104.1 hypothetical protein
PICI	HYP:WP_010707106.1	2	65	0.0308	0	74	0.0000	hypothetical protein	WP_010707106.1 hypothetical protein
PICI	HYP:WP_010714129.1	1	65	0.0154	0	74	0.0000	MULTISPECIES: hypothetical protein	WP_010714129.1 MULTISPECIES: hypothetical protein
PICI	HYP:WP_010714132.1	2	65	0.0308	0	74	0.0000	MULTISPECIES: hypothetical protein	WP_010714132.1 MULTISPECIES: hypothetical protein
PICI	HYP:WP_010714133.1	3	65	0.0462	0	74	0.0000	MULTISPECIES: hypothetical protein	WP_010714133.1 MULTISPECIES: hypothetical protein
PICI	HYP:WP_010714136.1	2	65	0.0308	0	74	0.0000	hypothetical protein	WP_010714136.1 hypothetical protein
PICI	HYP:WP_010714137.1	1	65	0.0154	0	74	0.0000	MULTISPECIES: hypothetical protein	WP_010714137.1 MULTISPECIES: hypothetical protein
PICI	HYP:WP_010714138.1	1	65	0.0154	0	74	0.0000	MULTISPECIES: hypothetical protein	WP_010714138.1 MULTISPECIES: hypothetical protein
PICI	HYP:WP_010714141.1	1	65	0.0154	0	74	0.0000	hypothetical protein	WP_010714141.1 hypothetical protein
PICI	HYP:WP_010714142.1	1	65	0.0154	0	74	0.0000	MULTISPECIES: hypothetical protein	WP_010714142.1 MULTISPECIES: hypothetical protein
PICI	HYP:WP_010774835.1	1	65	0.0154	0	74	0.0000	hypothetical protein	WP_010774835.1 hypothetical protein
PICI	HYP:WP_010774836.1	1	65	0.0154	0	74	0.0000	hypothetical protein	WP_010774836.1 hypothetical protein
PICI	HYP:WP_010774838.1	1	65	0.0154	0	74	0.0000	hypothetical protein	WP_010774838.1 hypothetical protein
PICI	HYP:WP_010774839.1	1	65	0.0154	0	74	0.0000	hypothetical protein	WP_010774839.1 hypothetical protein
PICI	HYP:WP_010774841.1	1	65	0.0154	0	74	0.0000	MULTISPECIES: hypothetical protein	WP_010774841.1 MULTISPECIES: hypothetical protein
PICI	HYP:WP_010774842.1	1	65	0.0154	0	74	0.0000	MULTISPECIES: hypothetical protein	WP_010774842.1 MULTISPECIES: hypothetical protein
PICI	HYP:WP_010774846.1	1	65	0.0154	0	74	0.0000	hypothetical protein	WP_010774846.1 hypothetical protein
PICI	HYP:WP_010905404.1	1	65	0.0154	0	74	0.0000	hypothetical protein	WP_010905404.1 hypothetical protein
PICI	HYP:WP_010905407.1	1	65	0.0154	0	74	0.0000	hypothetical protein	WP_010905407.1 hypothetical protein
PICI	HYP:WP_010905408.1	1	65	0.0154	0	74	0.0000	MULTISPECIES: hypothetical protein	WP_010905408.1 MULTISPECIES: hypothetical protein
PICI	HYP:WP_010905409.1	1	65	0.0154	0	74	0.0000	MULTISPECIES: hypothetical protein	WP_010905409.1 MULTISPECIES: hypothetical protein
PICI	HYP:WP_010905411.1	1	65	0.0154	0	74	0.0000	hypothetical protein	WP_010905411.1 hypothetical protein
PICI	HYP:WP_010905413.1	1	65	0.0154	0	74	0.0000	MULTISPECIES: hypothetical protein	WP_010905413.1 MULTISPECIES: hypothetical protein
PICI	HYP:WP_010905414.1	1	65	0.0154	0	74	0.0000	hypothetical protein	WP_010905414.1 hypothetical protein
PICI	HYP:WP_010905415.1	1	65	0.0154	0	74	0.0000	hypothetical protein	WP_010905415.1 hypothetical protein
PICI	HYP:WP_010905417.1	1	65	0.0154	0	74	0.0000	hypothetical protein	WP_010905417.1 hypothetical protein
PICI	HYP:WP_010905419.1	1	65	0.0154	0	74	0.0000	MULTISPECIES: hypothetical protein	WP_010905419.1 MULTISPECIES: hypothetical protein
PICI	HYP:WP_010905420.1	1	65	0.0154	0	74	0.0000	hypothetical protein	WP_010905420.1 hypothetical protein
PICI	HYP:WP_010905422.1	1	65	0.0154	0	74	0.0000	MULTISPECIES: hypothetical protein	WP_010905422.1 MULTISPECIES: hypothetical protein
PICI	HYP:WP_011094288.1	1	65	0.0154	0	74	0.0000	MULTISPECIES: hypothetical protein	WP_011094288.1 MULTISPECIES: hypothetical protein
PICI	HYP:WP_011094294.1	1	65	0.0154	0	74	0.0000	hypothetical protein	WP_011094294.1 hypothetical protein
PICI	HYP:WP_011109572.1	2	65	0.0308	0	74	0.0000	hypothetical protein	WP_011109572.1 hypothetical protein
PICI	HYP:WP_011677047.1	1	65	0.0154	0	74	0.0000	hypothetical protein	WP_011677047.1 hypothetical protein
PICI	HYP:WP_011677051.1	1	65	0.0154	0	74	0.0000	hypothetical protein	WP_011677051.1 hypothetical protein
PICI	HYP:WP_011677052.1	1	65	0.0154	0	74	0.0000	MULTISPECIES: hypothetical protein	WP_011677052.1 MULTISPECIES: hypothetical protein
