batch	family	accession	region_name	region_number	core_start	core_end	strand	n_orfs	n_core_orfs	genome_fasta	output_fasta	status	source_tsv
004	PICI	NZ_CP027442.1	PICI REGION 4 - NZ_CP027442.1	4	2310959	2314153	mixed	14	4	/sciclone/scr10/ncnallapaneni/saphari_pub/assembled_genomes/004/NZ_CP027442.1.fasta	/sciclone/scr10/ncnallapaneni/saphari_pub/output/core_region_fastas/PICI/NZ_CP027442.1_R4_core.fasta	ok	/sciclone/scr10/ncnallapaneni/saphari_pub/output/new_genomes_fasta/004/RESULTS/PICI/NZ_CP027442.1_PICI_output.tsv
004	PICI	NZ_CP027442.1	PICI REGION 5 - NZ_CP027442.1	5	731904	737319	mixed	16	6	/sciclone/scr10/ncnallapaneni/saphari_pub/assembled_genomes/004/NZ_CP027442.1.fasta	/sciclone/scr10/ncnallapaneni/saphari_pub/output/core_region_fastas/PICI/NZ_CP027442.1_R5_core.fasta	ok	/sciclone/scr10/ncnallapaneni/saphari_pub/output/new_genomes_fasta/004/RESULTS/PICI/NZ_CP027442.1_PICI_output.tsv
004	PICI	NZ_CP027442.1	PICI REGION 6 - NZ_CP027442.1	6	1524704	1531807	mixed	23	13	/sciclone/scr10/ncnallapaneni/saphari_pub/assembled_genomes/004/NZ_CP027442.1.fasta	/sciclone/scr10/ncnallapaneni/saphari_pub/output/core_region_fastas/PICI/NZ_CP027442.1_R6_core.fasta	ok	/sciclone/scr10/ncnallapaneni/saphari_pub/output/new_genomes_fasta/004/RESULTS/PICI/NZ_CP027442.1_PICI_output.tsv
004	PICI	NZ_CP027472.1	PICI REGION 1 - NZ_CP027472.1	1	2603771	2618324	mixed	32	22	/sciclone/scr10/ncnallapaneni/saphari_pub/assembled_genomes/004/NZ_CP027472.1.fasta	/sciclone/scr10/ncnallapaneni/saphari_pub/output/core_region_fastas/PICI/NZ_CP027472.1_R1_core.fasta	ok	/sciclone/scr10/ncnallapaneni/saphari_pub/output/new_genomes_fasta/004/RESULTS/PICI/NZ_CP027472.1_PICI_output.tsv
004	PICI	NZ_CP027472.1	PICI REGION 2 - NZ_CP027472.1	2	2273265	2287509	mixed	37	27	/sciclone/scr10/ncnallapaneni/saphari_pub/assembled_genomes/004/NZ_CP027472.1.fasta	/sciclone/scr10/ncnallapaneni/saphari_pub/output/core_region_fastas/PICI/NZ_CP027472.1_R2_core.fasta	ok	/sciclone/scr10/ncnallapaneni/saphari_pub/output/new_genomes_fasta/004/RESULTS/PICI/NZ_CP027472.1_PICI_output.tsv
004	PICI	NZ_CP027472.1	PICI REGION 3 - NZ_CP027472.1	3	5482620	5485814	mixed	14	4	/sciclone/scr10/ncnallapaneni/saphari_pub/assembled_genomes/004/NZ_CP027472.1.fasta	/sciclone/scr10/ncnallapaneni/saphari_pub/output/core_region_fastas/PICI/NZ_CP027472.1_R3_core.fasta	ok	/sciclone/scr10/ncnallapaneni/saphari_pub/output/new_genomes_fasta/004/RESULTS/PICI/NZ_CP027472.1_PICI_output.tsv
004	PICI	NZ_CP027472.1	PICI REGION 4 - NZ_CP027472.1	4	512614	519787	mixed	23	13	/sciclone/scr10/ncnallapaneni/saphari_pub/assembled_genomes/004/NZ_CP027472.1.fasta	/sciclone/scr10/ncnallapaneni/saphari_pub/output/core_region_fastas/PICI/NZ_CP027472.1_R4_core.fasta	ok	/sciclone/scr10/ncnallapaneni/saphari_pub/output/new_genomes_fasta/004/RESULTS/PICI/NZ_CP027472.1_PICI_output.tsv
004	PICI	NZ_CP027573.1	PICI REGION 1 - NZ_CP027573.1	1	3898081	3912576	mixed	26	16	/sciclone/scr10/ncnallapaneni/saphari_pub/assembled_genomes/004/NZ_CP027573.1.fasta	/sciclone/scr10/ncnallapaneni/saphari_pub/output/core_region_fastas/PICI/NZ_CP027573.1_R1_core.fasta	ok	/sciclone/scr10/ncnallapaneni/saphari_pub/output/new_genomes_fasta/004/RESULTS/PICI/NZ_CP027573.1_PICI_output.tsv
004	PICI	NZ_CP027573.1	PICI REGION 2 - NZ_CP027573.1	2	3903496	3918223	mixed	26	16	/sciclone/scr10/ncnallapaneni/saphari_pub/assembled_genomes/004/NZ_CP027573.1.fasta	/sciclone/scr10/ncnallapaneni/saphari_pub/output/core_region_fastas/PICI/NZ_CP027573.1_R2_core.fasta	ok	/sciclone/scr10/ncnallapaneni/saphari_pub/output/new_genomes_fasta/004/RESULTS/PICI/NZ_CP027573.1_PICI_output.tsv
004	PICI	NZ_CP027573.1	PICI REGION 3 - NZ_CP027573.1	3	4315394	4318588	mixed	14	4	/sciclone/scr10/ncnallapaneni/saphari_pub/assembled_genomes/004/NZ_CP027573.1.fasta	/sciclone/scr10/ncnallapaneni/saphari_pub/output/core_region_fastas/PICI/NZ_CP027573.1_R3_core.fasta	ok	/sciclone/scr10/ncnallapaneni/saphari_pub/output/new_genomes_fasta/004/RESULTS/PICI/NZ_CP027573.1_PICI_output.tsv
004	PICI	NZ_CP027573.1	PICI REGION 4 - NZ_CP027573.1	4	5209695	5222537	mixed	34	24	/sciclone/scr10/ncnallapaneni/saphari_pub/assembled_genomes/004/NZ_CP027573.1.fasta	/sciclone/scr10/ncnallapaneni/saphari_pub/output/core_region_fastas/PICI/NZ_CP027573.1_R4_core.fasta	ok	/sciclone/scr10/ncnallapaneni/saphari_pub/output/new_genomes_fasta/004/RESULTS/PICI/NZ_CP027573.1_PICI_output.tsv
004	PICI	NZ_CP027573.1	PICI REGION 5 - NZ_CP027573.1	5	4996594	5004444	mixed	23	13	/sciclone/scr10/ncnallapaneni/saphari_pub/assembled_genomes/004/NZ_CP027573.1.fasta	/sciclone/scr10/ncnallapaneni/saphari_pub/output/core_region_fastas/PICI/NZ_CP027573.1_R5_core.fasta	ok	/sciclone/scr10/ncnallapaneni/saphari_pub/output/new_genomes_fasta/004/RESULTS/PICI/NZ_CP027573.1_PICI_output.tsv
004	PICI	NZ_CP028756.1	PICI REGION 1 - NZ_CP028756.1	1	1120498	1124615	mixed	15	5	/sciclone/scr10/ncnallapaneni/saphari_pub/assembled_genomes/004/NZ_CP028756.1.fasta	/sciclone/scr10/ncnallapaneni/saphari_pub/output/core_region_fastas/PICI/NZ_CP028756.1_R1_core.fasta	ok	/sciclone/scr10/ncnallapaneni/saphari_pub/output/new_genomes_fasta/004/RESULTS/PICI/NZ_CP028756.1_PICI_output.tsv
004	PICI	NZ_CP029242.1	PICI REGION 1 - NZ_CP029242.1	1	1087055	1090249	mixed	14	4	/sciclone/scr10/ncnallapaneni/saphari_pub/assembled_genomes/004/NZ_CP029242.1.fasta	/sciclone/scr10/ncnallapaneni/saphari_pub/output/core_region_fastas/PICI/NZ_CP029242.1_R1_core.fasta	ok	/sciclone/scr10/ncnallapaneni/saphari_pub/output/new_genomes_fasta/004/RESULTS/PICI/NZ_CP029242.1_PICI_output.tsv
004	PICI	NZ_CP030152.1	PICI REGION 1 - NZ_CP030152.1	1	1046410	1049605	mixed	13	3	/sciclone/scr10/ncnallapaneni/saphari_pub/assembled_genomes/004/NZ_CP030152.1.fasta	/sciclone/scr10/ncnallapaneni/saphari_pub/output/core_region_fastas/PICI/NZ_CP030152.1_R1_core.fasta	ok	/sciclone/scr10/ncnallapaneni/saphari_pub/output/new_genomes_fasta/004/RESULTS/PICI/NZ_CP030152.1_PICI_output.tsv
004	PICI	NZ_CP042588.1	PICI REGION 1 - NZ_CP042588.1	1	999738	1004371	mixed	15	5	/sciclone/scr10/ncnallapaneni/saphari_pub/assembled_genomes/004/NZ_CP042588.1.fasta	/sciclone/scr10/ncnallapaneni/saphari_pub/output/core_region_fastas/PICI/NZ_CP042588.1_R1_core.fasta	ok	/sciclone/scr10/ncnallapaneni/saphari_pub/output/new_genomes_fasta/004/RESULTS/PICI/NZ_CP042588.1_PICI_output.tsv
004	PICI	NZ_CP042588.1	PICI REGION 2 - NZ_CP042588.1	2	1278772	1290759	mixed	31	21	/sciclone/scr10/ncnallapaneni/saphari_pub/assembled_genomes/004/NZ_CP042588.1.fasta	/sciclone/scr10/ncnallapaneni/saphari_pub/output/core_region_fastas/PICI/NZ_CP042588.1_R2_core.fasta	ok	/sciclone/scr10/ncnallapaneni/saphari_pub/output/new_genomes_fasta/004/RESULTS/PICI/NZ_CP042588.1_PICI_output.tsv
004	PICI	NZ_CP049852.1	PICI REGION 1 - NZ_CP049852.1	1	3366771	3379568	mixed	34	24	/sciclone/scr10/ncnallapaneni/saphari_pub/assembled_genomes/004/NZ_CP049852.1.fasta	/sciclone/scr10/ncnallapaneni/saphari_pub/output/core_region_fastas/PICI/NZ_CP049852.1_R1_core.fasta	ok	/sciclone/scr10/ncnallapaneni/saphari_pub/output/new_genomes_fasta/004/RESULTS/PICI/NZ_CP049852.1_PICI_output.tsv
004	PICI	NZ_CP049852.1	PICI REGION 2 - NZ_CP049852.1	2	3642633	3648400	mixed	16	6	/sciclone/scr10/ncnallapaneni/saphari_pub/assembled_genomes/004/NZ_CP049852.1.fasta	/sciclone/scr10/ncnallapaneni/saphari_pub/output/core_region_fastas/PICI/NZ_CP049852.1_R2_core.fasta	ok	/sciclone/scr10/ncnallapaneni/saphari_pub/output/new_genomes_fasta/004/RESULTS/PICI/NZ_CP049852.1_PICI_output.tsv
004	PICI	NZ_CP054169.1	PICI REGION 1 - NZ_CP054169.1	1	3251432	3255549	mixed	15	5	/sciclone/scr10/ncnallapaneni/saphari_pub/assembled_genomes/004/NZ_CP054169.1.fasta	/sciclone/scr10/ncnallapaneni/saphari_pub/output/core_region_fastas/PICI/NZ_CP054169.1_R1_core.fasta	ok	/sciclone/scr10/ncnallapaneni/saphari_pub/output/new_genomes_fasta/004/RESULTS/PICI/NZ_CP054169.1_PICI_output.tsv
004	PICI	NZ_CP058897.1	PICI REGION 1 - NZ_CP058897.1	1	2668199	2680996	mixed	34	24	/sciclone/scr10/ncnallapaneni/saphari_pub/assembled_genomes/004/NZ_CP058897.1.fasta	/sciclone/scr10/ncnallapaneni/saphari_pub/output/core_region_fastas/PICI/NZ_CP058897.1_R1_core.fasta	ok	/sciclone/scr10/ncnallapaneni/saphari_pub/output/new_genomes_fasta/004/RESULTS/PICI/NZ_CP058897.1_PICI_output.tsv
004	PICI	NZ_CP058897.1	PICI REGION 2 - NZ_CP058897.1	2	2944094	2949861	mixed	16	6	/sciclone/scr10/ncnallapaneni/saphari_pub/assembled_genomes/004/NZ_CP058897.1.fasta	/sciclone/scr10/ncnallapaneni/saphari_pub/output/core_region_fastas/PICI/NZ_CP058897.1_R2_core.fasta	ok	/sciclone/scr10/ncnallapaneni/saphari_pub/output/new_genomes_fasta/004/RESULTS/PICI/NZ_CP058897.1_PICI_output.tsv
004	PICI	NZ_CP058917.1	PICI REGION 1 - NZ_CP058917.1	1	2672353	2685150	mixed	34	24	/sciclone/scr10/ncnallapaneni/saphari_pub/assembled_genomes/004/NZ_CP058917.1.fasta	/sciclone/scr10/ncnallapaneni/saphari_pub/output/core_region_fastas/PICI/NZ_CP058917.1_R1_core.fasta	ok	/sciclone/scr10/ncnallapaneni/saphari_pub/output/new_genomes_fasta/004/RESULTS/PICI/NZ_CP058917.1_PICI_output.tsv
004	PICI	NZ_CP058917.1	PICI REGION 2 - NZ_CP058917.1	2	2948234	2954001	mixed	16	6	/sciclone/scr10/ncnallapaneni/saphari_pub/assembled_genomes/004/NZ_CP058917.1.fasta	/sciclone/scr10/ncnallapaneni/saphari_pub/output/core_region_fastas/PICI/NZ_CP058917.1_R2_core.fasta	ok	/sciclone/scr10/ncnallapaneni/saphari_pub/output/new_genomes_fasta/004/RESULTS/PICI/NZ_CP058917.1_PICI_output.tsv
004	PICI	NZ_CP058922.1	PICI REGION 1 - NZ_CP058922.1	1	2672460	2685251	mixed	34	24	/sciclone/scr10/ncnallapaneni/saphari_pub/assembled_genomes/004/NZ_CP058922.1.fasta	/sciclone/scr10/ncnallapaneni/saphari_pub/output/core_region_fastas/PICI/NZ_CP058922.1_R1_core.fasta	ok	/sciclone/scr10/ncnallapaneni/saphari_pub/output/new_genomes_fasta/004/RESULTS/PICI/NZ_CP058922.1_PICI_output.tsv
004	PICI	NZ_CP058922.1	PICI REGION 2 - NZ_CP058922.1	2	2948366	2954133	mixed	16	6	/sciclone/scr10/ncnallapaneni/saphari_pub/assembled_genomes/004/NZ_CP058922.1.fasta	/sciclone/scr10/ncnallapaneni/saphari_pub/output/core_region_fastas/PICI/NZ_CP058922.1_R2_core.fasta	ok	/sciclone/scr10/ncnallapaneni/saphari_pub/output/new_genomes_fasta/004/RESULTS/PICI/NZ_CP058922.1_PICI_output.tsv
004	PICI	NZ_CP059332.1	PICI REGION 1 - NZ_CP059332.1	1	2995533	3001300	mixed	16	6	/sciclone/scr10/ncnallapaneni/saphari_pub/assembled_genomes/004/NZ_CP059332.1.fasta	/sciclone/scr10/ncnallapaneni/saphari_pub/output/core_region_fastas/PICI/NZ_CP059332.1_R1_core.fasta	ok	/sciclone/scr10/ncnallapaneni/saphari_pub/output/new_genomes_fasta/004/RESULTS/PICI/NZ_CP059332.1_PICI_output.tsv
004	PICI	NZ_CP059339.1	PICI REGION 1 - NZ_CP059339.1	1	2687899	2700696	mixed	34	24	/sciclone/scr10/ncnallapaneni/saphari_pub/assembled_genomes/004/NZ_CP059339.1.fasta	/sciclone/scr10/ncnallapaneni/saphari_pub/output/core_region_fastas/PICI/NZ_CP059339.1_R1_core.fasta	ok	/sciclone/scr10/ncnallapaneni/saphari_pub/output/new_genomes_fasta/004/RESULTS/PICI/NZ_CP059339.1_PICI_output.tsv
004	PICI	NZ_CP059339.1	PICI REGION 2 - NZ_CP059339.1	2	2963792	2969559	mixed	16	6	/sciclone/scr10/ncnallapaneni/saphari_pub/assembled_genomes/004/NZ_CP059339.1.fasta	/sciclone/scr10/ncnallapaneni/saphari_pub/output/core_region_fastas/PICI/NZ_CP059339.1_R2_core.fasta	ok	/sciclone/scr10/ncnallapaneni/saphari_pub/output/new_genomes_fasta/004/RESULTS/PICI/NZ_CP059339.1_PICI_output.tsv
004	PICI	NZ_CP073924.1	PICI REGION 1 - NZ_CP073924.1	1	1078744	1081938	mixed	14	4	/sciclone/scr10/ncnallapaneni/saphari_pub/assembled_genomes/004/NZ_CP073924.1.fasta	/sciclone/scr10/ncnallapaneni/saphari_pub/output/core_region_fastas/PICI/NZ_CP073924.1_R1_core.fasta	ok	/sciclone/scr10/ncnallapaneni/saphari_pub/output/new_genomes_fasta/004/RESULTS/PICI/NZ_CP073924.1_PICI_output.tsv
004	PICI	NZ_CP073949.1	PICI REGION 1 - NZ_CP073949.1	1	963164	966358	mixed	14	4	/sciclone/scr10/ncnallapaneni/saphari_pub/assembled_genomes/004/NZ_CP073949.1.fasta	/sciclone/scr10/ncnallapaneni/saphari_pub/output/core_region_fastas/PICI/NZ_CP073949.1_R1_core.fasta	ok	/sciclone/scr10/ncnallapaneni/saphari_pub/output/new_genomes_fasta/004/RESULTS/PICI/NZ_CP073949.1_PICI_output.tsv
004	PICI	NZ_CP073953.1	PICI REGION 1 - NZ_CP073953.1	1	1017654	1021771	mixed	15	5	/sciclone/scr10/ncnallapaneni/saphari_pub/assembled_genomes/004/NZ_CP073953.1.fasta	/sciclone/scr10/ncnallapaneni/saphari_pub/output/core_region_fastas/PICI/NZ_CP073953.1_R1_core.fasta	ok	/sciclone/scr10/ncnallapaneni/saphari_pub/output/new_genomes_fasta/004/RESULTS/PICI/NZ_CP073953.1_PICI_output.tsv
004	PICI	NZ_CP073984.1	PICI REGION 1 - NZ_CP073984.1	1	1025628	1029745	mixed	15	5	/sciclone/scr10/ncnallapaneni/saphari_pub/assembled_genomes/004/NZ_CP073984.1.fasta	/sciclone/scr10/ncnallapaneni/saphari_pub/output/core_region_fastas/PICI/NZ_CP073984.1_R1_core.fasta	ok	/sciclone/scr10/ncnallapaneni/saphari_pub/output/new_genomes_fasta/004/RESULTS/PICI/NZ_CP073984.1_PICI_output.tsv
004	PICI	NZ_CP074019.1	PICI REGION 1 - NZ_CP074019.1	1	3538781	3541975	mixed	14	4	/sciclone/scr10/ncnallapaneni/saphari_pub/assembled_genomes/004/NZ_CP074019.1.fasta	/sciclone/scr10/ncnallapaneni/saphari_pub/output/core_region_fastas/PICI/NZ_CP074019.1_R1_core.fasta	ok	/sciclone/scr10/ncnallapaneni/saphari_pub/output/new_genomes_fasta/004/RESULTS/PICI/NZ_CP074019.1_PICI_output.tsv
004	PICI	NZ_CP074028.1	PICI REGION 1 - NZ_CP074028.1	1	891242	903292	mixed	25	15	/sciclone/scr10/ncnallapaneni/saphari_pub/assembled_genomes/004/NZ_CP074028.1.fasta	/sciclone/scr10/ncnallapaneni/saphari_pub/output/core_region_fastas/PICI/NZ_CP074028.1_R1_core.fasta	ok	/sciclone/scr10/ncnallapaneni/saphari_pub/output/new_genomes_fasta/004/RESULTS/PICI/NZ_CP074028.1_PICI_output.tsv
004	PICI	NZ_CP074028.1	PICI REGION 2 - NZ_CP074028.1	2	899628	908860	mixed	26	16	/sciclone/scr10/ncnallapaneni/saphari_pub/assembled_genomes/004/NZ_CP074028.1.fasta	/sciclone/scr10/ncnallapaneni/saphari_pub/output/core_region_fastas/PICI/NZ_CP074028.1_R2_core.fasta	ok	/sciclone/scr10/ncnallapaneni/saphari_pub/output/new_genomes_fasta/004/RESULTS/PICI/NZ_CP074028.1_PICI_output.tsv
004	PICI	NZ_CP074028.1	PICI REGION 3 - NZ_CP074028.1	3	4462757	4473116	1	27	17	/sciclone/scr10/ncnallapaneni/saphari_pub/assembled_genomes/004/NZ_CP074028.1.fasta	/sciclone/scr10/ncnallapaneni/saphari_pub/output/core_region_fastas/PICI/NZ_CP074028.1_R3_core.fasta	ok	/sciclone/scr10/ncnallapaneni/saphari_pub/output/new_genomes_fasta/004/RESULTS/PICI/NZ_CP074028.1_PICI_output.tsv
004	PICI	NZ_CP074028.1	PICI REGION 4 - NZ_CP074028.1	4	4043588	4047705	mixed	15	5	/sciclone/scr10/ncnallapaneni/saphari_pub/assembled_genomes/004/NZ_CP074028.1.fasta	/sciclone/scr10/ncnallapaneni/saphari_pub/output/core_region_fastas/PICI/NZ_CP074028.1_R4_core.fasta	ok	/sciclone/scr10/ncnallapaneni/saphari_pub/output/new_genomes_fasta/004/RESULTS/PICI/NZ_CP074028.1_PICI_output.tsv
004	PICI	NZ_CP074042.1	PICI REGION 1 - NZ_CP074042.1	1	1011192	1015825	mixed	16	6	/sciclone/scr10/ncnallapaneni/saphari_pub/assembled_genomes/004/NZ_CP074042.1.fasta	/sciclone/scr10/ncnallapaneni/saphari_pub/output/core_region_fastas/PICI/NZ_CP074042.1_R1_core.fasta	ok	/sciclone/scr10/ncnallapaneni/saphari_pub/output/new_genomes_fasta/004/RESULTS/PICI/NZ_CP074042.1_PICI_output.tsv
004	PICI	NZ_CP075852.1	PICI REGION 1 - NZ_CP075852.1	1	647600	656580	mixed	26	16	/sciclone/scr10/ncnallapaneni/saphari_pub/assembled_genomes/004/NZ_CP075852.1.fasta	/sciclone/scr10/ncnallapaneni/saphari_pub/output/core_region_fastas/PICI/NZ_CP075852.1_R1_core.fasta	ok	/sciclone/scr10/ncnallapaneni/saphari_pub/output/new_genomes_fasta/004/RESULTS/PICI/NZ_CP075852.1_PICI_output.tsv
004	PICI	NZ_CP075852.1	PICI REGION 2 - NZ_CP075852.1	2	3915587	3918781	mixed	14	4	/sciclone/scr10/ncnallapaneni/saphari_pub/assembled_genomes/004/NZ_CP075852.1.fasta	/sciclone/scr10/ncnallapaneni/saphari_pub/output/core_region_fastas/PICI/NZ_CP075852.1_R2_core.fasta	ok	/sciclone/scr10/ncnallapaneni/saphari_pub/output/new_genomes_fasta/004/RESULTS/PICI/NZ_CP075852.1_PICI_output.tsv
004	PICI	NZ_CP075852.1	PICI REGION 3 - NZ_CP075852.1	3	5086017	5095176	1	22	12	/sciclone/scr10/ncnallapaneni/saphari_pub/assembled_genomes/004/NZ_CP075852.1.fasta	/sciclone/scr10/ncnallapaneni/saphari_pub/output/core_region_fastas/PICI/NZ_CP075852.1_R3_core.fasta	ok	/sciclone/scr10/ncnallapaneni/saphari_pub/output/new_genomes_fasta/004/RESULTS/PICI/NZ_CP075852.1_PICI_output.tsv
004	PICI	NZ_CP075852.1	PICI REGION 4 - NZ_CP075852.1	4	2670340	2676669	mixed	19	9	/sciclone/scr10/ncnallapaneni/saphari_pub/assembled_genomes/004/NZ_CP075852.1.fasta	/sciclone/scr10/ncnallapaneni/saphari_pub/output/core_region_fastas/PICI/NZ_CP075852.1_R4_core.fasta	ok	/sciclone/scr10/ncnallapaneni/saphari_pub/output/new_genomes_fasta/004/RESULTS/PICI/NZ_CP075852.1_PICI_output.tsv
004	PICI	NZ_CP076272.1	PICI REGION 1 - NZ_CP076272.1	1	2730889	2743364	mixed	34	24	/sciclone/scr10/ncnallapaneni/saphari_pub/assembled_genomes/004/NZ_CP076272.1.fasta	/sciclone/scr10/ncnallapaneni/saphari_pub/output/core_region_fastas/PICI/NZ_CP076272.1_R1_core.fasta	ok	/sciclone/scr10/ncnallapaneni/saphari_pub/output/new_genomes_fasta/004/RESULTS/PICI/NZ_CP076272.1_PICI_output.tsv
004	PICI	NZ_CP076272.1	PICI REGION 2 - NZ_CP076272.1	2	3193616	3196810	mixed	14	4	/sciclone/scr10/ncnallapaneni/saphari_pub/assembled_genomes/004/NZ_CP076272.1.fasta	/sciclone/scr10/ncnallapaneni/saphari_pub/output/core_region_fastas/PICI/NZ_CP076272.1_R2_core.fasta	ok	/sciclone/scr10/ncnallapaneni/saphari_pub/output/new_genomes_fasta/004/RESULTS/PICI/NZ_CP076272.1_PICI_output.tsv
004	PICI	NZ_CP076274.1	PICI REGION 1 - NZ_CP076274.1	1	3139905	3144022	mixed	15	5	/sciclone/scr10/ncnallapaneni/saphari_pub/assembled_genomes/004/NZ_CP076274.1.fasta	/sciclone/scr10/ncnallapaneni/saphari_pub/output/core_region_fastas/PICI/NZ_CP076274.1_R1_core.fasta	ok	/sciclone/scr10/ncnallapaneni/saphari_pub/output/new_genomes_fasta/004/RESULTS/PICI/NZ_CP076274.1_PICI_output.tsv
004	PICI	NZ_CP077649.1	PICI REGION 1 - NZ_CP077649.1	1	3526830	3531464	mixed	15	5	/sciclone/scr10/ncnallapaneni/saphari_pub/assembled_genomes/004/NZ_CP077649.1.fasta	/sciclone/scr10/ncnallapaneni/saphari_pub/output/core_region_fastas/PICI/NZ_CP077649.1_R1_core.fasta	ok	/sciclone/scr10/ncnallapaneni/saphari_pub/output/new_genomes_fasta/004/RESULTS/PICI/NZ_CP077649.1_PICI_output.tsv
004	PICI	NZ_CP078137.1	PICI REGION 1 - NZ_CP078137.1	1	450801	453995	mixed	14	4	/sciclone/scr10/ncnallapaneni/saphari_pub/assembled_genomes/004/NZ_CP078137.1.fasta	/sciclone/scr10/ncnallapaneni/saphari_pub/output/core_region_fastas/PICI/NZ_CP078137.1_R1_core.fasta	ok	/sciclone/scr10/ncnallapaneni/saphari_pub/output/new_genomes_fasta/004/RESULTS/PICI/NZ_CP078137.1_PICI_output.tsv
004	PICI	NZ_CP079735.1	PICI REGION 1 - NZ_CP079735.1	1	2594361	2604935	mixed	27	17	/sciclone/scr10/ncnallapaneni/saphari_pub/assembled_genomes/004/NZ_CP079735.1.fasta	/sciclone/scr10/ncnallapaneni/saphari_pub/output/core_region_fastas/PICI/NZ_CP079735.1_R1_core.fasta	ok	/sciclone/scr10/ncnallapaneni/saphari_pub/output/new_genomes_fasta/004/RESULTS/PICI/NZ_CP079735.1_PICI_output.tsv
004	PICI	NZ_CP079735.1	PICI REGION 2 - NZ_CP079735.1	2	987618	990812	mixed	13	3	/sciclone/scr10/ncnallapaneni/saphari_pub/assembled_genomes/004/NZ_CP079735.1.fasta	/sciclone/scr10/ncnallapaneni/saphari_pub/output/core_region_fastas/PICI/NZ_CP079735.1_R2_core.fasta	ok	/sciclone/scr10/ncnallapaneni/saphari_pub/output/new_genomes_fasta/004/RESULTS/PICI/NZ_CP079735.1_PICI_output.tsv
004	PICI	NZ_CP079736.1	PICI REGION 1 - NZ_CP079736.1	1	2595183	2605757	mixed	27	17	/sciclone/scr10/ncnallapaneni/saphari_pub/assembled_genomes/004/NZ_CP079736.1.fasta	/sciclone/scr10/ncnallapaneni/saphari_pub/output/core_region_fastas/PICI/NZ_CP079736.1_R1_core.fasta	ok	/sciclone/scr10/ncnallapaneni/saphari_pub/output/new_genomes_fasta/004/RESULTS/PICI/NZ_CP079736.1_PICI_output.tsv
004	PICI	NZ_CP079736.1	PICI REGION 2 - NZ_CP079736.1	2	987622	990816	mixed	13	3	/sciclone/scr10/ncnallapaneni/saphari_pub/assembled_genomes/004/NZ_CP079736.1.fasta	/sciclone/scr10/ncnallapaneni/saphari_pub/output/core_region_fastas/PICI/NZ_CP079736.1_R2_core.fasta	ok	/sciclone/scr10/ncnallapaneni/saphari_pub/output/new_genomes_fasta/004/RESULTS/PICI/NZ_CP079736.1_PICI_output.tsv
004	PICI	NZ_CP080253.1	PICI REGION 1 - NZ_CP080253.1	1	984904	988098	mixed	14	4	/sciclone/scr10/ncnallapaneni/saphari_pub/assembled_genomes/004/NZ_CP080253.1.fasta	/sciclone/scr10/ncnallapaneni/saphari_pub/output/core_region_fastas/PICI/NZ_CP080253.1_R1_core.fasta	ok	/sciclone/scr10/ncnallapaneni/saphari_pub/output/new_genomes_fasta/004/RESULTS/PICI/NZ_CP080253.1_PICI_output.tsv
004	PICI	NZ_CP080253.1	PICI REGION 2 - NZ_CP080253.1	2	1419993	1430610	1	29	19	/sciclone/scr10/ncnallapaneni/saphari_pub/assembled_genomes/004/NZ_CP080253.1.fasta	/sciclone/scr10/ncnallapaneni/saphari_pub/output/core_region_fastas/PICI/NZ_CP080253.1_R2_core.fasta	ok	/sciclone/scr10/ncnallapaneni/saphari_pub/output/new_genomes_fasta/004/RESULTS/PICI/NZ_CP080253.1_PICI_output.tsv
004	PICI	NZ_CP082100.1	PICI REGION 1 - NZ_CP082100.1	1	3086402	3089597	mixed	14	4	/sciclone/scr10/ncnallapaneni/saphari_pub/assembled_genomes/004/NZ_CP082100.1.fasta	/sciclone/scr10/ncnallapaneni/saphari_pub/output/core_region_fastas/PICI/NZ_CP082100.1_R1_core.fasta	ok	/sciclone/scr10/ncnallapaneni/saphari_pub/output/new_genomes_fasta/004/RESULTS/PICI/NZ_CP082100.1_PICI_output.tsv
004	PICI	NZ_CP097198.1	PICI REGION 1 - NZ_CP097198.1	1	4753227	4757860	mixed	15	5	/sciclone/scr10/ncnallapaneni/saphari_pub/assembled_genomes/004/NZ_CP097198.1.fasta	/sciclone/scr10/ncnallapaneni/saphari_pub/output/core_region_fastas/PICI/NZ_CP097198.1_R1_core.fasta	ok	/sciclone/scr10/ncnallapaneni/saphari_pub/output/new_genomes_fasta/004/RESULTS/PICI/NZ_CP097198.1_PICI_output.tsv
004	PICI	NZ_CP097213.1	PICI REGION 1 - NZ_CP097213.1	1	1094650	1097844	mixed	14	4	/sciclone/scr10/ncnallapaneni/saphari_pub/assembled_genomes/004/NZ_CP097213.1.fasta	/sciclone/scr10/ncnallapaneni/saphari_pub/output/core_region_fastas/PICI/NZ_CP097213.1_R1_core.fasta	ok	/sciclone/scr10/ncnallapaneni/saphari_pub/output/new_genomes_fasta/004/RESULTS/PICI/NZ_CP097213.1_PICI_output.tsv
