query_id	accession	family	region	batch	record	query_length	family_supported_bp_core_region	core_region_family_coverage	family_supported_weighted_pident	top_contributing_reference	top_reference_supported_bp	top_reference_query_fraction	top_reference_weighted_pident	n_references_hit	n_hsps_total
NZ_CP101292.1|PICI|R4|core|batch=004|record=NZ_CP101292.1_Escherichia_coli_strain_2003-3014_chromosome__complete_genome|start=4709691|end=4712885|strand=mixed	NZ_CP101292.1	PICI	R4	004	NZ_CP101292.1_Escherichia_coli_strain_2003-3014_chromosome__complete_genome	3195	3195	1.0	99.285	CP057584.1_1088918_1103260	3195	1.0	99.531	2	2
NZ_CP101292.1|PICI|R5|core|batch=004|record=NZ_CP101292.1_Escherichia_coli_strain_2003-3014_chromosome__complete_genome|start=3904235|end=3911338|strand=mixed	NZ_CP101292.1	PICI	R5	004	NZ_CP101292.1_Escherichia_coli_strain_2003-3014_chromosome__complete_genome	7104	7104	1.0	93.884	AP010953.1_3041660_3050231	7104	1.0	99.986	10	34
NZ_CP101305.1|PICI|R1|core|batch=004|record=NZ_CP101305.1_Escherichia_coli_strain_2002-3211_chromosome__complete_genome|start=1109081|end=1112276|strand=mixed	NZ_CP101305.1	PICI	R1	004	NZ_CP101305.1_Escherichia_coli_strain_2002-3211_chromosome__complete_genome	3196	3196	1.0	99.253	CP057584.1_1088918_1103260	3196	1.0	99.499	2	2
NZ_CP101513.1|PICI|R1|core|batch=004|record=NZ_CP101513.1_Escherichia_coli_strain_HH194M_chromosome__complete_genome|start=981543|end=984737|strand=mixed	NZ_CP101513.1	PICI	R1	004	NZ_CP101513.1_Escherichia_coli_strain_HH194M_chromosome__complete_genome	3195	3195	1.0	99.444	CP057584.1_1088918_1103260	3195	1.0	98.936	2	2
NZ_CP101615.1|PICI|R1|core|batch=004|record=NZ_CP101615.1_Escherichia_coli_strain_DC71_chromosome__complete_genome|start=1049612|end=1052806|strand=mixed	NZ_CP101615.1	PICI	R1	004	NZ_CP101615.1_Escherichia_coli_strain_DC71_chromosome__complete_genome	3195	3195	1.0	99.285	CP057584.1_1088918_1103260	3195	1.0	99.092	2	2
NZ_CP101705.1|PICI|R1|core|batch=004|record=NZ_CP101705.1_Escherichia_coli_strain_035152_chromosome__complete_genome|start=1124029|end=1127223|strand=mixed	NZ_CP101705.1	PICI	R1	004	NZ_CP101705.1_Escherichia_coli_strain_035152_chromosome__complete_genome	3195	3195	1.0	99.285	CP057584.1_1088918_1103260	3195	1.0	99.092	2	2
NZ_CP101858.1|PICI|R1|core|batch=004|record=NZ_CP101858.1_Escherichia_coli_strain_LP50-1_chromosome__complete_genome|start=2008540|end=2012657|strand=mixed	NZ_CP101858.1	PICI	R1	004	NZ_CP101858.1_Escherichia_coli_strain_LP50-1_chromosome__complete_genome	4118	2187	0.5311	97.944	CP057584.1_1088918_1103260	2187	0.5311	97.716	2	4
NZ_CP102061.1|PICI|R1|core|batch=004|record=NZ_CP102061.1_Escherichia_coli_strain_C31_chromosome__complete_genome|start=1624830|end=1628025|strand=mixed	NZ_CP102061.1	PICI	R1	004	NZ_CP102061.1_Escherichia_coli_strain_C31_chromosome__complete_genome	3196	3196	1.0	96.267	CP057584.1_1088918_1103260	3196	1.0	96.308	2	2
NZ_CP103295.1|PICI|R1|core|batch=004|record=NZ_CP103295.1_Escherichia_coli_strain_2e_chromosome__complete_genome|start=4002434|end=4005628|strand=mixed	NZ_CP103295.1	PICI	R1	004	NZ_CP103295.1_Escherichia_coli_strain_2e_chromosome__complete_genome	3195	3195	1.0	99.285	CP057584.1_1088918_1103260	3195	1.0	99.092	2	2
NZ_CP115312.1|PICI|R1|core|batch=004|record=NZ_CP115312.1_Escherichia_coli_strain_CUVET18-789_chromosome__complete_genome|start=1018902|end=1023535|strand=mixed	NZ_CP115312.1	PICI	R1	004	NZ_CP115312.1_Escherichia_coli_strain_CUVET18-789_chromosome__complete_genome	4634	3208	0.6923	99.224	CP057584.1_1088918_1103260	3208	0.6923	99.439	2	4
NZ_CP115351.1|PICI|R1|core|batch=004|record=NZ_CP115351.1_Escherichia_coli_strain_CUVET21-37_chromosome__complete_genome|start=1012141|end=1015335|strand=mixed	NZ_CP115351.1	PICI	R1	004	NZ_CP115351.1_Escherichia_coli_strain_CUVET21-37_chromosome__complete_genome	3195	3195	1.0	99.285	CP057584.1_1088918_1103260	3195	1.0	99.499	2	2
NZ_CP116925.1|PICI|R1|core|batch=004|record=NZ_CP116925.1_Escherichia_coli_strain_MLI104K2_chromosome__complete_genome|start=3275996|end=3289397|strand=mixed	NZ_CP116925.1	PICI	R1	004	NZ_CP116925.1_Escherichia_coli_strain_MLI104K2_chromosome__complete_genome	13402	756	0.0564	84.89	AP010960.1_2855234_2864550	712	0.0531	84.05	10	18
NZ_CP116925.1|PICI|R2|core|batch=004|record=NZ_CP116925.1_Escherichia_coli_strain_MLI104K2_chromosome__complete_genome|start=1026316|end=1029510|strand=mixed	NZ_CP116925.1	PICI	R2	004	NZ_CP116925.1_Escherichia_coli_strain_MLI104K2_chromosome__complete_genome	3195	3195	1.0	99.476	CP057584.1_1088918_1103260	3195	1.0	98.967	2	2
NZ_CP116970.1|PICI|R2|core|batch=004|record=NZ_CP116970.1_Escherichia_coli_strain_CUVM3_chromosome__complete_genome|start=2062833|end=2067466|strand=mixed	NZ_CP116970.1	PICI	R2	004	NZ_CP116970.1_Escherichia_coli_strain_CUVM3_chromosome__complete_genome	4634	3208	0.6923	99.288	CP057584.1_1088918_1103260	3208	0.6923	99.501	2	4
NZ_CP119577.1|PICI|R1|core|batch=004|record=NZ_CP119577.1_Escherichia_coli_strain_C012_chr_chromosome__complete_genome|start=1009234|end=1012428|strand=mixed	NZ_CP119577.1	PICI	R1	004	NZ_CP119577.1_Escherichia_coli_strain_C012_chr_chromosome__complete_genome	3195	3195	1.0	99.412	CP057584.1_1088918_1103260	3195	1.0	99.812	2	2
NZ_CP125885.1|PICI|R1|core|batch=004|record=NZ_CP125885.1_Escherichia_coli_strain_AHS8C65RI_chromosome__complete_genome|start=1093387|end=1096581|strand=mixed	NZ_CP125885.1	PICI	R1	004	NZ_CP125885.1_Escherichia_coli_strain_AHS8C65RI_chromosome__complete_genome	3195	3195	1.0	99.317	CP057584.1_1088918_1103260	3195	1.0	99.75	2	2
NZ_CP125889.1|PICI|R1|core|batch=004|record=NZ_CP125889.1_Escherichia_coli_strain_EPSSH018_chromosome__complete_genome|start=4217856|end=4232730|strand=1	NZ_CP125889.1	PICI	R1	004	NZ_CP125889.1_Escherichia_coli_strain_EPSSH018_chromosome__complete_genome	14875	4847	0.3258	78.289	CP012554.1_2684917_2697361	3505	0.2356	77.342	10	19
NZ_CP125889.1|PICI|R2|core|batch=004|record=NZ_CP125889.1_Escherichia_coli_strain_EPSSH018_chromosome__complete_genome|start=1888841|end=1892035|strand=mixed	NZ_CP125889.1	PICI	R2	004	NZ_CP125889.1_Escherichia_coli_strain_EPSSH018_chromosome__complete_genome	3195	3195	1.0	99.253	CP057584.1_1088918_1103260	3195	1.0	99.499	2	2
NZ_CP125889.1|PICI|R3|core|batch=004|record=NZ_CP125889.1_Escherichia_coli_strain_EPSSH018_chromosome__complete_genome|start=4785270|end=4800223|strand=mixed	NZ_CP125889.1	PICI	R3	004	NZ_CP125889.1_Escherichia_coli_strain_EPSSH018_chromosome__complete_genome	14954	191	0.0128	89.747	AE014075.1_1377749_1389210	191	0.0128	88.115	10	16
NZ_CP125889.1|PICI|R4|core|batch=004|record=NZ_CP125889.1_Escherichia_coli_strain_EPSSH018_chromosome__complete_genome|start=5303422|end=5312147|strand=mixed	NZ_CP125889.1	PICI	R4	004	NZ_CP125889.1_Escherichia_coli_strain_EPSSH018_chromosome__complete_genome	8726	8726	1.0	93.791	FN554766.1_1832521_1843554	8020	0.9191	96.577	10	42
NZ_CP132061.1|PICI|R1|core|batch=004|record=NZ_CP132061.1_Escherichia_coli_strain_QML220614_chromosome__complete_genome|start=1045780|end=1048974|strand=mixed	NZ_CP132061.1	PICI	R1	004	NZ_CP132061.1_Escherichia_coli_strain_QML220614_chromosome__complete_genome	3195	3195	1.0	99.476	CP057584.1_1088918_1103260	3195	1.0	98.967	2	2
NZ_CP132063.1|PICI|R1|core|batch=004|record=NZ_CP132063.1_Escherichia_coli_strain_QML220601_chromosome__complete_genome|start=1674100|end=1683684|strand=mixed	NZ_CP132063.1	PICI	R1	004	NZ_CP132063.1_Escherichia_coli_strain_QML220601_chromosome__complete_genome	9585	7207	0.7519	84.166	CP009072.1_106749_118031	4727	0.4932	83.909	10	51
NZ_CP132063.1|PICI|R2|core|batch=004|record=NZ_CP132063.1_Escherichia_coli_strain_QML220601_chromosome__complete_genome|start=1054809|end=1058003|strand=mixed	NZ_CP132063.1	PICI	R2	004	NZ_CP132063.1_Escherichia_coli_strain_QML220601_chromosome__complete_genome	3195	3195	1.0	99.349	CP057584.1_1088918_1103260	3195	1.0	99.656	2	2
NZ_CP132594.1|PICI|R1|core|batch=004|record=NZ_CP132594.1_Escherichia_coli_strain_K-12_chromosome__complete_genome|start=2904153|end=2907347|strand=mixed	NZ_CP132594.1	PICI	R1	004	NZ_CP132594.1_Escherichia_coli_strain_K-12_chromosome__complete_genome	3195	3195	1.0	99.476	CP057584.1_1088918_1103260	3195	1.0	98.967	2	2
NZ_CP133657.1|PICI|R1|core|batch=004|record=NZ_CP133657.1_Escherichia_coli_strain_CEC15_chromosome__complete_genome|start=1083905|end=1087099|strand=mixed	NZ_CP133657.1	PICI	R1	004	NZ_CP133657.1_Escherichia_coli_strain_CEC15_chromosome__complete_genome	3195	3195	1.0	99.285	CP057584.1_1088918_1103260	3195	1.0	99.562	2	2
NZ_CP134353.1|PICI|R1|core|batch=004|record=NZ_CP134353.1_Escherichia_coli_strain_TUM17668_chromosome__complete_genome|start=1109074|end=1112268|strand=mixed	NZ_CP134353.1	PICI	R1	004	NZ_CP134353.1_Escherichia_coli_strain_TUM17668_chromosome__complete_genome	3195	3195	1.0	99.476	CP057584.1_1088918_1103260	3195	1.0	98.967	2	2
NZ_CP134376.1|PICI|R1|core|batch=004|record=NZ_CP134376.1_Escherichia_coli_strain_TUM12355_chromosome__complete_genome|start=1077161|end=1080355|strand=mixed	NZ_CP134376.1	PICI	R1	004	NZ_CP134376.1_Escherichia_coli_strain_TUM12355_chromosome__complete_genome	3195	3195	1.0	99.317	CP057584.1_1088918_1103260	3195	1.0	99.531	2	2
NZ_CP134380.1|PICI|R1|core|batch=004|record=NZ_CP134380.1_Escherichia_coli_strain_TUM11353_chromosome__complete_genome|start=1029240|end=1032434|strand=mixed	NZ_CP134380.1	PICI	R1	004	NZ_CP134380.1_Escherichia_coli_strain_TUM11353_chromosome__complete_genome	3195	3195	1.0	99.476	CP057584.1_1088918_1103260	3195	1.0	99.844	2	2
NZ_CP135502.1|PICI|R1|core|batch=004|record=NZ_CP135502.1_Escherichia_coli_strain_isolateA_chromosome__complete_genome|start=3661709|end=3670304|strand=mixed	NZ_CP135502.1	PICI	R1	004	NZ_CP135502.1_Escherichia_coli_strain_isolateA_chromosome__complete_genome	8596	7081	0.8238	96.763	CP069861.1_2284073_2295920	7081	0.8238	99.409	10	29
NZ_CP135502.1|PICI|R2|core|batch=004|record=NZ_CP135502.1_Escherichia_coli_strain_isolateA_chromosome__complete_genome|start=980129|end=983324|strand=mixed	NZ_CP135502.1	PICI	R2	004	NZ_CP135502.1_Escherichia_coli_strain_isolateA_chromosome__complete_genome	3196	3196	1.0	96.759	CP057584.1_1088918_1103260	3196	1.0	96.746	2	2
NZ_CP136900.1|PICI|R1|core|batch=004|record=NZ_CP136900.1_Escherichia_coli_strain_LI60C3_chromosome__complete_genome|start=3712031|end=3715226|strand=mixed	NZ_CP136900.1	PICI	R1	004	NZ_CP136900.1_Escherichia_coli_strain_LI60C3_chromosome__complete_genome	3196	3196	1.0	96.283	CP057584.1_1088918_1103260	3196	1.0	96.339	2	2
NZ_CP137162.1|PICI|R1|core|batch=004|record=NZ_CP137162.1_Escherichia_coli_strain_YA-1_chromosome__complete_genome|start=1032654|end=1035848|strand=mixed	NZ_CP137162.1	PICI	R1	004	NZ_CP137162.1_Escherichia_coli_strain_YA-1_chromosome__complete_genome	3195	3195	1.0	99.285	CP057584.1_1088918_1103260	3195	1.0	99.499	2	2
NZ_CP141089.1|PICI|R1|core|batch=004|record=NZ_CP141089.1_Escherichia_coli_strain_KE47_chromosome__complete_genome|start=700285|end=710342|strand=mixed	NZ_CP141089.1	PICI	R1	004	NZ_CP141089.1_Escherichia_coli_strain_KE47_chromosome__complete_genome	10058	4381	0.4356	88.731	CP018948.1_1961620_1972242	2943	0.2926	99.388	10	32
NZ_CP141089.1|PICI|R2|core|batch=004|record=NZ_CP141089.1_Escherichia_coli_strain_KE47_chromosome__complete_genome|start=3196516|end=3202301|strand=mixed	NZ_CP141089.1	PICI	R2	004	NZ_CP141089.1_Escherichia_coli_strain_KE47_chromosome__complete_genome	5786	2309	0.3991	96.8	CP057584.1_1088918_1103260	2309	0.3991	96.715	2	4
NZ_CP142677.1|PICI|R1|core|batch=004|record=NZ_CP142677.1_Escherichia_coli_strain_FG92-1_chromosome__complete_genome|start=1026579|end=1029774|strand=mixed	NZ_CP142677.1	PICI	R1	004	NZ_CP142677.1_Escherichia_coli_strain_FG92-1_chromosome__complete_genome	3196	3196	1.0	99.381	CP057584.1_1088918_1103260	3196	1.0	98.874	2	2
NZ_CP142680.1|PICI|R1|core|batch=004|record=NZ_CP142680.1_Escherichia_coli_strain_FG31-1_chromosome__complete_genome|start=1085961|end=1089155|strand=mixed	NZ_CP142680.1	PICI	R1	004	NZ_CP142680.1_Escherichia_coli_strain_FG31-1_chromosome__complete_genome	3195	3195	1.0	99.444	CP057584.1_1088918_1103260	3195	1.0	98.936	2	2
NZ_CP145099.1|PICI|R3|core|batch=004|record=NZ_CP145099.1_Escherichia_coli_strain_PS_131_S11_chromosome__complete_genome|start=189133|end=194918|strand=mixed	NZ_CP145099.1	PICI	R3	004	NZ_CP145099.1_Escherichia_coli_strain_PS_131_S11_chromosome__complete_genome	5786	2309	0.3991	96.8	CP057584.1_1088918_1103260	2309	0.3991	96.715	2	4
NZ_CP146019.1|PICI|R1|core|batch=004|record=NZ_CP146019.1_Escherichia_coli_strain_ECO8855_chromosome__complete_genome|start=1016853|end=1020047|strand=mixed	NZ_CP146019.1	PICI	R1	004	NZ_CP146019.1_Escherichia_coli_strain_ECO8855_chromosome__complete_genome	3195	3195	1.0	99.253	CP057584.1_1088918_1103260	3195	1.0	99.531	2	2
NZ_CP148289.1|PICI|R1|core|batch=004|record=NZ_CP148289.1_Escherichia_coli_strain_Z1323PEC0008_chromosome__complete_genome|start=3168149|end=3181287|strand=mixed	NZ_CP148289.1	PICI	R1	004	NZ_CP148289.1_Escherichia_coli_strain_Z1323PEC0008_chromosome__complete_genome	13139	191	0.0145	89.747	AE014075.1_1377749_1389210	191	0.0145	88.115	10	16
NZ_CP148289.1|PICI|R2|core|batch=004|record=NZ_CP148289.1_Escherichia_coli_strain_Z1323PEC0008_chromosome__complete_genome|start=3723183|end=3726375|strand=mixed	NZ_CP148289.1	PICI	R2	004	NZ_CP148289.1_Escherichia_coli_strain_Z1323PEC0008_chromosome__complete_genome	3193	3193	1.0	99.221	CP057584.1_1088918_1103260	3193	1.0	99.468	2	2
NZ_CP148349.1|PICI|R1|core|batch=004|record=NZ_CP148349.1_Escherichia_coli_strain_Z1323HEC0399_chromosome__complete_genome|start=1813834|end=1828315|strand=mixed	NZ_CP148349.1	PICI	R1	004	NZ_CP148349.1_Escherichia_coli_strain_Z1323HEC0399_chromosome__complete_genome	14482	191	0.0132	89.747	AE014075.1_1377749_1389210	191	0.0132	88.115	10	16
NZ_CP148349.1|PICI|R2|core|batch=004|record=NZ_CP148349.1_Escherichia_coli_strain_Z1323HEC0399_chromosome__complete_genome|start=2423546|end=2438142|strand=mixed	NZ_CP148349.1	PICI	R2	004	NZ_CP148349.1_Escherichia_coli_strain_Z1323HEC0399_chromosome__complete_genome	14597	4776	0.3272	78.303	CP012554.1_2684917_2697361	3434	0.2353	77.397	10	19
NZ_CP148349.1|PICI|R3|core|batch=004|record=NZ_CP148349.1_Escherichia_coli_strain_Z1323HEC0399_chromosome__complete_genome|start=1195028|end=1204927|strand=-1	NZ_CP148349.1	PICI	R3	004	NZ_CP148349.1_Escherichia_coli_strain_Z1323HEC0399_chromosome__complete_genome	9900	9900	1.0	93.008	NC_017656.1_1438155_1449376	9900	1.0	98.266	10	51
NZ_CP148349.1|PICI|R4|core|batch=004|record=NZ_CP148349.1_Escherichia_coli_strain_Z1323HEC0399_chromosome__complete_genome|start=4571897|end=4577670|strand=mixed	NZ_CP148349.1	PICI	R4	004	NZ_CP148349.1_Escherichia_coli_strain_Z1323HEC0399_chromosome__complete_genome	5774	2319	0.4016	96.721	CP057584.1_1088918_1103260	2319	0.4016	96.768	2	4
NZ_CP148357.1|PICI|R1|core|batch=004|record=NZ_CP148357.1_Escherichia_coli_strain_Z1323HEC0393_chromosome__complete_genome|start=1188630|end=1198296|strand=mixed	NZ_CP148357.1	PICI	R1	004	NZ_CP148357.1_Escherichia_coli_strain_Z1323HEC0393_chromosome__complete_genome	9667	260	0.0269	80.034	AP010953.1_3041660_3050231	209	0.0216	76.852	7	7
NZ_CP148357.1|PICI|R2|core|batch=004|record=NZ_CP148357.1_Escherichia_coli_strain_Z1323HEC0393_chromosome__complete_genome|start=576044|end=585646|strand=mixed	NZ_CP148357.1	PICI	R2	004	NZ_CP148357.1_Escherichia_coli_strain_Z1323HEC0393_chromosome__complete_genome	9603	7039	0.733	86.303	CP002212.1_249047_259688	6039	0.6289	90.82	10	56
NZ_CP148357.1|PICI|R3|core|batch=004|record=NZ_CP148357.1_Escherichia_coli_strain_Z1323HEC0393_chromosome__complete_genome|start=1858014|end=1872806|strand=mixed	NZ_CP148357.1	PICI	R3	004	NZ_CP148357.1_Escherichia_coli_strain_Z1323HEC0393_chromosome__complete_genome	14793	172	0.0116	77.586	CU928162.2_2568989_2580428	172	0.0116	77.586	1	1
NZ_CP148357.1|PICI|R4|core|batch=004|record=NZ_CP148357.1_Escherichia_coli_strain_Z1323HEC0393_chromosome__complete_genome|start=2329487|end=2335382|strand=mixed	NZ_CP148357.1	PICI	R4	004	NZ_CP148357.1_Escherichia_coli_strain_Z1323HEC0393_chromosome__complete_genome	5896	3209	0.5443	99.098	CP057584.1_1088918_1103260	3209	0.5443	99.221	2	4
NZ_CP148363.1|PICI|R1|core|batch=004|record=NZ_CP148363.1_Escherichia_coli_strain_Z1323HEC0355_chromosome__complete_genome|start=2692416|end=2701259|strand=mixed	NZ_CP148363.1	PICI	R1	004	NZ_CP148363.1_Escherichia_coli_strain_Z1323HEC0355_chromosome__complete_genome	8844	3130	0.3539	84.441	JHJE01000001.1_141718_153137	2957	0.3344	84.12	10	27
NZ_CP148363.1|PICI|R3|core|batch=004|record=NZ_CP148363.1_Escherichia_coli_strain_Z1323HEC0355_chromosome__complete_genome|start=3429799|end=3435551|strand=mixed	NZ_CP148363.1	PICI	R3	004	NZ_CP148363.1_Escherichia_coli_strain_Z1323HEC0355_chromosome__complete_genome	5753	2933	0.5098	95.25	CP057584.1_1088918_1103260	2933	0.5098	95.162	2	4
NZ_CP148378.1|PICI|R1|core|batch=004|record=NZ_CP148378.1_Escherichia_coli_strain_Z1323HEC0067_chromosome__complete_genome|start=2220984|end=2224179|strand=mixed	NZ_CP148378.1	PICI	R1	004	NZ_CP148378.1_Escherichia_coli_strain_Z1323HEC0067_chromosome__complete_genome	3196	3196	1.0	96.441	CP057584.1_1088918_1103260	3196	1.0	96.464	2	2
NZ_CP148378.1|PICI|R2|core|batch=004|record=NZ_CP148378.1_Escherichia_coli_strain_Z1323HEC0067_chromosome__complete_genome|start=4351123|end=4365808|strand=mixed	NZ_CP148378.1	PICI	R2	004	NZ_CP148378.1_Escherichia_coli_strain_Z1323HEC0067_chromosome__complete_genome	14686	191	0.013	90.567	AE014075.1_1377749_1389210	191	0.013	89.345	10	16
NZ_CP148474.1|PICI|R1|core|batch=004|record=NZ_CP148474.1_Escherichia_coli_strain_Z1323CEC0005_chromosome__complete_genome|start=4295353|end=4304866|strand=1	NZ_CP148474.1	PICI	R1	004	NZ_CP148474.1_Escherichia_coli_strain_Z1323CEC0005_chromosome__complete_genome	9514	7130	0.7494	86.668	CP002212.1_249047_259688	3746	0.3937	84.405	10	52
NZ_CP148474.1|PICI|R2|core|batch=004|record=NZ_CP148474.1_Escherichia_coli_strain_Z1323CEC0005_chromosome__complete_genome|start=846881|end=850075|strand=mixed	NZ_CP148474.1	PICI	R2	004	NZ_CP148474.1_Escherichia_coli_strain_Z1323CEC0005_chromosome__complete_genome	3195	3195	1.0	99.476	CP057584.1_1088918_1103260	3195	1.0	98.967	2	2
NZ_CP148474.1|PICI|R3|core|batch=004|record=NZ_CP148474.1_Escherichia_coli_strain_Z1323CEC0005_chromosome__complete_genome|start=3072955|end=3081343|strand=1	NZ_CP148474.1	PICI	R3	004	NZ_CP148474.1_Escherichia_coli_strain_Z1323CEC0005_chromosome__complete_genome	8389	4824	0.575	78.417	CP012554.1_2684917_2697361	3526	0.4203	77.391	10	19
NZ_CP148474.1|PICI|R4|core|batch=004|record=NZ_CP148474.1_Escherichia_coli_strain_Z1323CEC0005_chromosome__complete_genome|start=3076247|end=3088159|strand=mixed	NZ_CP148474.1	PICI	R4	004	NZ_CP148474.1_Escherichia_coli_strain_Z1323CEC0005_chromosome__complete_genome	11913	3123	0.2622	74.565	CP012554.1_2684917_2697361	3031	0.2544	77.041	10	12
NZ_CP148746.1|PICI|R1|core|batch=004|record=NZ_CP148746.1_Escherichia_coli_strain_Z1322HEC0010_chromosome__complete_genome|start=149470|end=153587|strand=mixed	NZ_CP148746.1	PICI	R1	004	NZ_CP148746.1_Escherichia_coli_strain_Z1322HEC0010_chromosome__complete_genome	4118	2187	0.5311	97.944	CP057584.1_1088918_1103260	2187	0.5311	97.716	2	4
NZ_CP150019.1|PICI|R1|core|batch=004|record=NZ_CP150019.1_Escherichia_coli_strain_2024CK-00188_chromosome__complete_genome|start=1002097|end=1006213|strand=mixed	NZ_CP150019.1	PICI	R1	004	NZ_CP150019.1_Escherichia_coli_strain_2024CK-00188_chromosome__complete_genome	4117	2187	0.5312	97.944	CP057584.1_1088918_1103260	2187	0.5312	97.716	2	4
NZ_CP150075.1|PICI|R1|core|batch=004|record=NZ_CP150075.1_Escherichia_coli_strain_ECSD228_chromosome__complete_genome|start=1054615|end=1057810|strand=mixed	NZ_CP150075.1	PICI	R1	004	NZ_CP150075.1_Escherichia_coli_strain_ECSD228_chromosome__complete_genome	3196	3196	1.0	96.759	CP057584.1_1088918_1103260	3196	1.0	96.746	2	2
NZ_CP151005.1|PICI|R1|core|batch=005|record=NZ_CP151005.1_Escherichia_coli_strain_19KM1766N_chromosome__complete_genome|start=1053447|end=1056641|strand=mixed	NZ_CP151005.1	PICI	R1	005	NZ_CP151005.1_Escherichia_coli_strain_19KM1766N_chromosome__complete_genome	3195	3195	1.0	99.317	CP057584.1_1088918_1103260	3195	1.0	99.124	2	2
NZ_CP151013.1|PICI|R1|core|batch=005|record=NZ_CP151013.1_Escherichia_coli_strain_19KM1778_chromosome__complete_genome|start=1014063|end=1018180|strand=mixed	NZ_CP151013.1	PICI	R1	005	NZ_CP151013.1_Escherichia_coli_strain_19KM1778_chromosome__complete_genome	4118	2187	0.5311	97.944	CP057584.1_1088918_1103260	2187	0.5311	97.716	2	4
NZ_CP151030.1|PICI|R1|core|batch=005|record=NZ_CP151030.1_Escherichia_coli_strain_19KM1863_chromosome__complete_genome|start=1066163|end=1070280|strand=mixed	NZ_CP151030.1	PICI	R1	005	NZ_CP151030.1_Escherichia_coli_strain_19KM1863_chromosome__complete_genome	4118	2187	0.5311	97.898	CP057584.1_1088918_1103260	2187	0.5311	97.67	2	4
NZ_CP151038.1|PICI|R1|core|batch=005|record=NZ_CP151038.1_Escherichia_coli_strain_19KM2326N_chromosome__complete_genome|start=3811601|end=3822811|strand=-1	NZ_CP151038.1	PICI	R1	005	NZ_CP151038.1_Escherichia_coli_strain_19KM2326N_chromosome__complete_genome	11211	191	0.017	88.954	AE014075.1_1377749_1389210	191	0.017	87.097	10	17
NZ_CP151038.1|PICI|R3|core|batch=005|record=NZ_CP151038.1_Escherichia_coli_strain_19KM2326N_chromosome__complete_genome|start=1541731|end=1545848|strand=mixed	NZ_CP151038.1	PICI	R3	005	NZ_CP151038.1_Escherichia_coli_strain_19KM2326N_chromosome__complete_genome	4118	2187	0.5311	97.944	CP057584.1_1088918_1103260	2187	0.5311	97.716	2	4
NZ_CP151042.1|PICI|R1|core|batch=005|record=NZ_CP151042.1_Escherichia_coli_strain_19KM2415N_chromosome__complete_genome|start=999243|end=1003360|strand=mixed	NZ_CP151042.1	PICI	R1	005	NZ_CP151042.1_Escherichia_coli_strain_19KM2415N_chromosome__complete_genome	4118	2187	0.5311	97.944	CP057584.1_1088918_1103260	2187	0.5311	97.716	2	4
NZ_CP151045.1|PICI|R1|core|batch=005|record=NZ_CP151045.1_Escherichia_coli_strain_20KM0223N_chromosome__complete_genome|start=3635897|end=3639091|strand=mixed	NZ_CP151045.1	PICI	R1	005	NZ_CP151045.1_Escherichia_coli_strain_20KM0223N_chromosome__complete_genome	3195	3195	1.0	99.349	CP057584.1_1088918_1103260	3195	1.0	99.656	2	2
NZ_CP151050.1|PICI|R1|core|batch=005|record=NZ_CP151050.1_Escherichia_coli_strain_20KM2222_chromosome__complete_genome|start=4047672|end=4058353|strand=mixed	NZ_CP151050.1	PICI	R1	005	NZ_CP151050.1_Escherichia_coli_strain_20KM2222_chromosome__complete_genome	10682	5552	0.5198	78.485	CP012554.1_2684917_2697361	4072	0.3812	76.785	10	20
NZ_CP151050.1|PICI|R2|core|batch=005|record=NZ_CP151050.1_Escherichia_coli_strain_20KM2222_chromosome__complete_genome|start=1058310|end=1061504|strand=mixed	NZ_CP151050.1	PICI	R2	005	NZ_CP151050.1_Escherichia_coli_strain_20KM2222_chromosome__complete_genome	3195	3195	1.0	99.317	CP057584.1_1088918_1103260	3195	1.0	99.124	2	2
NZ_CP151055.1|PICI|R1|core|batch=005|record=NZ_CP151055.1_Escherichia_coli_strain_20KM2228_chromosome__complete_genome|start=1162782|end=1166899|strand=mixed	NZ_CP151055.1	PICI	R1	005	NZ_CP151055.1_Escherichia_coli_strain_20KM2228_chromosome__complete_genome	4118	2187	0.5311	97.944	CP057584.1_1088918_1103260	2187	0.5311	97.716	2	4
NZ_CP151059.1|PICI|R1|core|batch=005|record=NZ_CP151059.1_Escherichia_coli_strain_20KM2300_chromosome__complete_genome|start=1162782|end=1166899|strand=mixed	NZ_CP151059.1	PICI	R1	005	NZ_CP151059.1_Escherichia_coli_strain_20KM2300_chromosome__complete_genome	4118	2187	0.5311	97.944	CP057584.1_1088918_1103260	2187	0.5311	97.716	2	4
NZ_CP151063.1|PICI|R1|core|batch=005|record=NZ_CP151063.1_Escherichia_coli_strain_20KM2762_chromosome__complete_genome|start=1162782|end=1166899|strand=mixed	NZ_CP151063.1	PICI	R1	005	NZ_CP151063.1_Escherichia_coli_strain_20KM2762_chromosome__complete_genome	4118	2187	0.5311	97.944	CP057584.1_1088918_1103260	2187	0.5311	97.716	2	4
NZ_CP155528.1|PICI|R1|core|batch=005|record=NZ_CP155528.1_Escherichia_coli_strain_3-72_chromosome__complete_genome|start=1090850|end=1096612|strand=mixed	NZ_CP155528.1	PICI	R1	005	NZ_CP155528.1_Escherichia_coli_strain_3-72_chromosome__complete_genome	5763	2319	0.4024	95.885	CP057584.1_1088918_1103260	2319	0.4024	95.993	2	4
